name,nickname,url,dob,weight,reach,height,stance
Rodney Faverus,--,http://ufcstats.com/fighter-details/5af26b3201690d29,--,215 lbs.,--,"6' 0""",Southpaw
JP Felty,--,http://ufcstats.com/fighter-details/954e3f4e2b0e6510,"Apr 28, 1979",170 lbs.,--,--,
John Castaneda,Sexy Mexi,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,"Dec 18, 1991",135 lbs.,"71""","5' 6""",Switch
Eric Castile,--,http://ufcstats.com/fighter-details/a0a69dc9914ef6e1,--,145 lbs.,--,"5' 8""",
Paul Felder,The Irish Dragon,http://ufcstats.com/fighter-details/e5010b1b94ca5755,"Apr 25, 1984",155 lbs.,"70""","5' 11""",Orthodox
Bendy Casimir,--,http://ufcstats.com/fighter-details/ec7ac09293d26c05,"Jun 10, 1980",145 lbs.,--,"5' 5""",Southpaw
Joe Cason,--,http://ufcstats.com/fighter-details/2b1c6f28039efe36,"Jan 19, 1988",205 lbs.,--,"6' 3""",
Brandon Cash,Money,http://ufcstats.com/fighter-details/3993f7dcb7caf42a,--,255 lbs.,--,"6' 5""",Orthodox
Dwayne Cason,--,http://ufcstats.com/fighter-details/31c01fbc2586a5eb,--,212 lbs.,--,"5' 10""",Orthodox
Kevin Casey,King,http://ufcstats.com/fighter-details/8d9586726252dbf7,"Jun 15, 1981",185 lbs.,"77""","5' 11""",Southpaw
Shane Carwin,The Engineer,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,"Jan 04, 1975",265 lbs.,"80""","6' 2""",Orthodox
Johnny Case,Hollywood,http://ufcstats.com/fighter-details/1f4b04a926ef1287,"Jun 28, 1989",155 lbs.,"72""","5' 10""",Orthodox
Rafael Carvalho,--,http://ufcstats.com/fighter-details/620d8710e89cfeae,"Jul 27, 1986",185 lbs.,--,"6' 3""",
Antonio Carvalho,Pato,http://ufcstats.com/fighter-details/fef3d17e27e916e7,"May 30, 1979",145 lbs.,"70""","5' 9""",Orthodox
Jack Cartwright,--,http://ufcstats.com/fighter-details/1f592bfefb0d62a3,"May 26, 1994",135 lbs.,"68""","5' 9""",Orthodox
Cortney Casey,Cast Iron,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,"May 05, 1987",125 lbs.,"67""","5' 7""",Orthodox
Bruno Carvalho,--,http://ufcstats.com/fighter-details/456c02115efc4a01,"Jun 07, 1982",154 lbs.,--,"5' 8""",
Olivier Aubin-Mercier,The Canadian Gangster,http://ufcstats.com/fighter-details/55ee431411ccf07a,"Feb 23, 1989",155 lbs.,"70""","5' 9""",Southpaw
Scott Carson,--,http://ufcstats.com/fighter-details/1e3302f9ab6f549a,--,215 lbs.,--,"6' 2""",
Rich Attonito,The Raging Bull,http://ufcstats.com/fighter-details/210935fd21670f6d,"Jun 16, 1977",170 lbs.,"72""","5' 10""",Orthodox
Shonie Carter,Mr. International,http://ufcstats.com/fighter-details/7b6e40a73b567072,"May 03, 1972",170 lbs.,--,"5' 10""",Southpaw
Bazigit Atajev,Volk,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,--,230 lbs.,--,"6' 1""",Orthodox
Junior Assuncao,--,http://ufcstats.com/fighter-details/d0d7160824278840,"Jun 24, 1981",145 lbs.,"72""","5' 9""",Orthodox
Ibo Aslan,The Last Ottoman,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"Apr 23, 1996",205 lbs.,"77""","6' 3""",Orthodox
Bruno Assis,Brunao,http://ufcstats.com/fighter-details/ff222167cce02919,"May 23, 1992",185 lbs.,--,"6' 2""",Orthodox
Tom Aspinall,--,http://ufcstats.com/fighter-details/399afbabc02376b5,"Apr 11, 1993",256 lbs.,"78""","6' 5""",Orthodox
Raphael Assuncao,--,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"Jul 19, 1982",135 lbs.,"66""","5' 5""",Orthodox
Khusein Askhabov,Nohcho,http://ufcstats.com/fighter-details/5c10da56d712ac9c,"Feb 13, 1995",145 lbs.,"69""","5' 8""",Orthodox
Scott Askham,--,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"May 20, 1988",185 lbs.,"75""","6' 3""",Southpaw
Ben Askren,Funky,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"Jul 18, 1984",170 lbs.,"73""","5' 11""",Orthodox
Askar Askar,AK-47,http://ufcstats.com/fighter-details/2abc414136504554,"Aug 19, 1994",145 lbs.,"69""","5' 7""",Orthodox
Cyril Asker,Silverback,http://ufcstats.com/fighter-details/9be6020024133293,"Dec 24, 1985",247 lbs.,"74""","6' 0""",Orthodox
Yanal Ashmouz,Red Fox,http://ufcstats.com/fighter-details/c739c2995a275314,"Mar 31, 1995",155 lbs.,"68""","5' 9""",Orthodox
Asjabharan,--,http://ufcstats.com/fighter-details/8be9deb7d6b36354,"Jul 31, 1992",135 lbs.,--,"5' 6""",
Arman Ashimov,Mustafa Ozturik,http://ufcstats.com/fighter-details/d26a0988c9dc9886,"Jan 14, 1992",125 lbs.,--,"5' 6""",
Askar Askarov,Bullet,http://ufcstats.com/fighter-details/b1d19449397541dc,"Oct 09, 1992",125 lbs.,"67""","5' 6""",Orthodox
Sarah D'alelio,The Monster,http://ufcstats.com/fighter-details/ac45450f75d14f16,"Dec 13, 1980",145 lbs.,--,"5' 7""",
Teddy Ash,Bear,http://ufcstats.com/fighter-details/a373085066dbfb54,"Dec 27, 1989",185 lbs.,"73""","6' 1""",Switch
Dione Barbosa,The Witch,http://ufcstats.com/fighter-details/27b388f0aab49780,"May 08, 1992",125 lbs.,"66""","5' 6""",Orthodox
Raoni Barcelos,--,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"May 01, 1987",135 lbs.,"67""","5' 7""",Orthodox
Maycee Barber,The Future,http://ufcstats.com/fighter-details/6a740daf1b279661,"May 18, 1998",125 lbs.,"65""","5' 5""",Switch
Edson Barboza,Junior,http://ufcstats.com/fighter-details/64a50dad704d1d49,"Jan 21, 1986",145 lbs.,"75""","5' 11""",Orthodox
Junior Barata,--,http://ufcstats.com/fighter-details/06dced58ca24a6bd,"Jan 25, 1982",170 lbs.,--,"5' 10""",Orthodox
Shauna Bannon,Mama B,http://ufcstats.com/fighter-details/9c442aaf149ea982,"Oct 23, 1993",115 lbs.,"65""","5' 5""",Switch
Antonio Banuelos,--,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,"Sep 23, 1979",135 lbs.,"63""","5' 5""",Orthodox
Bryan Barberena,Bam Bam,http://ufcstats.com/fighter-details/a331233f597090a5,"May 03, 1989",170 lbs.,"72""","6' 0""",Southpaw
Yohan Banks,--,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,--,--,--,--,
Tae Hyun Bang,Supernatural,http://ufcstats.com/fighter-details/9a2d3567abc02e34,"Apr 15, 1983",155 lbs.,"71""","5' 9""",Switch
Stephen Banaszak,--,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,"Dec 07, 1990",145 lbs.,--,"6' 0""",
Renan Barao,The Baron,http://ufcstats.com/fighter-details/2c99576fefe53c7c,"Jan 31, 1987",145 lbs.,"70""","5' 6""",Orthodox
Marcin Bandel,Bomba,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,"Oct 10, 1989",155 lbs.,--,"5' 10""",Orthodox
Jin Bala,--,http://ufcstats.com/fighter-details/371efa53bd0cf669,--,155 lbs.,--,"5' 9""",
Humberto Bandenay,--,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,"Sep 04, 1994",145 lbs.,"71""","5' 11""",Southpaw
Oluwale Bamgbose,Holy War Angel,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,"Aug 04, 1987",185 lbs.,"78""","5' 11""",Switch
Balajin,The Snow Leopard,http://ufcstats.com/fighter-details/e626e92a8f2a9737,"Mar 31, 1992",145 lbs.,"72""","5' 9""",Orthodox
Chance Farrar,--,http://ufcstats.com/fighter-details/49c7236c737d7e59,"Sep 11, 1975",145 lbs.,--,"5' 9""",Southpaw
Kelly Faszholz,--,http://ufcstats.com/fighter-details/9c42a0de8e012870,"Apr 09, 1985",135 lbs.,--,"5' 8""",Orthodox
Kalindra Faria,--,http://ufcstats.com/fighter-details/27b164b0d1833df0,"Jul 23, 1986",125 lbs.,--,"5' 7""",Switch
Jair Farias,--,http://ufcstats.com/fighter-details/431262bbc69215dc,"Mar 16, 1993",145 lbs.,--,--,
Rico Farrington,The Triggerman,http://ufcstats.com/fighter-details/f89e6e66b9b112de,"Jun 19, 1989",170 lbs.,"79""","6' 4""",Southpaw
Pedro Falcao,Pedrinho,http://ufcstats.com/fighter-details/f7be1db194e03d7e,"Jul 30, 1992",135 lbs.,"66""","5' 6""",Orthodox
Joao Paulo Faria,--,http://ufcstats.com/fighter-details/04e9955f33e0c267,--,155 lbs.,--,"5' 9""",
Zarah Fairn,Infinite,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,"Dec 10, 1983",135 lbs.,"72""","5' 8""",Orthodox
Brodie Farber,--,http://ufcstats.com/fighter-details/91d73ee59347ac16,"Jul 05, 1980",170 lbs.,--,"6' 1""",Orthodox
Maiquel Falcao,Big Rig,http://ufcstats.com/fighter-details/d58478ded5534695,"Mar 08, 1981",185 lbs.,--,"5' 11""",Orthodox
Rinat Fakhretdinov,Gladiator,http://ufcstats.com/fighter-details/8f765fd5775a8873,"Sep 28, 1991",170 lbs.,"74""","6' 0""",Orthodox
Ron Faircloth,--,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,"Aug 16, 1979",205 lbs.,--,"5' 9""",Orthodox
Jason Fairn,--,http://ufcstats.com/fighter-details/adea9f0090aa8e14,--,230 lbs.,--,"6' 1""",
Melinda Fabian,--,http://ufcstats.com/fighter-details/8c020156779f7888,"Jun 25, 1987",125 lbs.,"66""","5' 6""",
Wagnney Fabiano,The Silencer,http://ufcstats.com/fighter-details/40389d39a92f5bfa,"Jul 14, 1975",145 lbs.,"69""","5' 6""",Southpaw
Bartosz Fabinski,The Butcher,http://ufcstats.com/fighter-details/e17ac6410c8377f4,"Apr 26, 1986",170 lbs.,"75""","6' 0""",Orthodox
Roger Carroll,The Leprechaun,http://ufcstats.com/fighter-details/572a89dbe1f76761,--,170 lbs.,--,"5' 10""",
Cain Carrizosa,The Insane,http://ufcstats.com/fighter-details/064b7dc68d786254,"Jul 22, 1986",155 lbs.,--,"5' 8""",Orthodox
Jonny Carson,--,http://ufcstats.com/fighter-details/0d49ddc07bd8c747,--,155 lbs.,--,"5' 10""",
Urijah Faber,The California Kid,http://ufcstats.com/fighter-details/78114b7199cef90c,"May 14, 1979",135 lbs.,"67""","5' 6""",Orthodox
Gabriel Carrasco,--,http://ufcstats.com/fighter-details/89ed44801968b8e3,--,135 lbs.,--,"5' 6""",
Clayton Carpenter,--,http://ufcstats.com/fighter-details/b62d5280966b2460,"Jun 09, 1996",125 lbs.,"66""","5' 6""",Orthodox
Cody Carrillo,--,http://ufcstats.com/fighter-details/9346efb4bbaedd08,--,155 lbs.,--,"5' 10""",
Tim Caron,The Bear,http://ufcstats.com/fighter-details/b80ea4880f25c187,"Jul 24, 1987",185 lbs.,--,"6' 1""",Orthodox
Ariane Carnelossi,Sorriso,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,"Nov 17, 1992",115 lbs.,"61""","5' 2""",Orthodox
Roan Carneiro,Jucao,http://ufcstats.com/fighter-details/1c86754617d9813a,"Jun 02, 1978",170 lbs.,"76""","5' 11""",Orthodox
Luana Carolina,Dread,http://ufcstats.com/fighter-details/528b071cf3da7c56,"Jun 11, 1993",125 lbs.,"69""","5' 6""",Orthodox
Francis Carmont,Limitless,http://ufcstats.com/fighter-details/3591d0d5d382a381,"Oct 11, 1981",205 lbs.,"78""","6' 3""",Orthodox
Spike Carlyle,Alpha Ginger,http://ufcstats.com/fighter-details/be68b375707dcb85,"May 06, 1993",145 lbs.,"71""","5' 8""",Switch
Liz Carmouche,Girlrilla,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,"Feb 19, 1984",125 lbs.,"66""","5' 6""",Orthodox
Veta Arteaga,--,http://ufcstats.com/fighter-details/91e3388e69060e69,--,125 lbs.,--,"5' 7""",
Gilles Arsene,--,http://ufcstats.com/fighter-details/2dea80c069847321,--,190 lbs.,--,"5' 9""",Southpaw
Cesar Arzamendia,Goku,http://ufcstats.com/fighter-details/49f78022126bf4a4,"Jan 31, 1991",155 lbs.,--,"5' 11""",Orthodox
Antonio Carlos Junior,Cara de Sapato,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,"Mar 16, 1990",185 lbs.,"79""","6' 2""",Orthodox
Matt Arroyo,No Regard,http://ufcstats.com/fighter-details/de62052b2ede65ba,"Sep 01, 1982",170 lbs.,"72""","5' 10""",Orthodox
Antonio Arroyo,--,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"Jul 01, 1989",185 lbs.,"73""","6' 3""",Orthodox
Eli Aronov,The Israeli Tank,http://ufcstats.com/fighter-details/a90c200c3fbb22c4,"Jun 06, 1996",185 lbs.,"72""","5' 10""",Orthodox
Austin Arnett,--,http://ufcstats.com/fighter-details/bf0e700106d00e55,"Oct 22, 1991",145 lbs.,"72""","6' 0""",Orthodox
Joey Armstrong,--,http://ufcstats.com/fighter-details/30ad2050273d016a,--,--,--,--,
Akbarh Arreola,El Caballero,http://ufcstats.com/fighter-details/c136b2a8852da5bd,"Jan 14, 1983",155 lbs.,"71""","5' 10""",Southpaw
Ricardo Arona,The Brazilian Tiger,http://ufcstats.com/fighter-details/05fbfe628658c538,"Jul 17, 1978",205 lbs.,--,"5' 11""",Orthodox
Chalid Arrab,Die Faust,http://ufcstats.com/fighter-details/770b9d4813c25902,"May 28, 1975",205 lbs.,--,"5' 11""",Orthodox
Garrett Armfield,--,http://ufcstats.com/fighter-details/1effd880e1f1bb30,"Oct 09, 1996",135 lbs.,"70""","5' 6""",Orthodox
Jordan Bailey,--,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,--,145 lbs.,--,"5' 9""",
Hashem Arkhagha,--,http://ufcstats.com/fighter-details/9a7ffa80766caa51,"Sep 11, 1989",185 lbs.,"75""","6' 2""",Orthodox
Scott Baker,--,http://ufcstats.com/fighter-details/7d5b12de1625984e,--,210 lbs.,--,"6' 0""",
Bryan Baker,The Beast,http://ufcstats.com/fighter-details/898337ef520fe4d3,"Oct 13, 1985",185 lbs.,--,"6' 3""",Orthodox
Andrei Arlovski,The Pitbull,http://ufcstats.com/fighter-details/3738e68d2261e60f,"Feb 04, 1979",240 lbs.,"77""","6' 3""",Orthodox
Shamar Bailey,--,http://ufcstats.com/fighter-details/e2b8186b618b00c4,"Sep 22, 1982",155 lbs.,"75""","5' 9""",Southpaw
Melsik Baghdasaryan,The Gun,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"Jan 28, 1992",145 lbs.,"70""","5' 9""",Southpaw
Bahatebole Batebolati,Lion King,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,"Sep 12, 1997",155 lbs.,"71""","5' 11""",Southpaw
Siyar Bahadurzada,The Great,http://ufcstats.com/fighter-details/aec185309b4843d0,"Apr 17, 1984",170 lbs.,"73""","5' 11""",Orthodox
Mehdi Baghdad,The Sultan,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,"Apr 13, 1985",155 lbs.,--,"6' 1""",Orthodox
Ignacio Bahamondes,La Jaula,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"Aug 27, 1997",155 lbs.,"75""","6' 3""",Orthodox
Ali Bagautinov,Puncher,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,"Jun 10, 1985",125 lbs.,"65""","5' 4""",Orthodox
Izabela Badurek,--,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,"Jul 11, 1991",115 lbs.,--,"5' 5""",Orthodox
Miguel Baeza,Caramel Thunder,http://ufcstats.com/fighter-details/82d4c957649faf9b,"Aug 23, 1992",170 lbs.,"74""","6' 2""",Orthodox
Abdul Azeem Badakhshi,The Afghan Lion,http://ufcstats.com/fighter-details/968764372c49eab6,--,145 lbs.,--,--,
Edward Faaloloto,--,http://ufcstats.com/fighter-details/6224e8d0a34264eb,"Jul 15, 1984",155 lbs.,"70""",--,
Rafael Carino,--,http://ufcstats.com/fighter-details/08a7080ff5904661,--,245 lbs.,--,"6' 8""",Orthodox
Ronald Carillo,--,http://ufcstats.com/fighter-details/cbd022eaf2ac546a,--,125 lbs.,--,--,
Seth Baczynski,The Polish Pistola,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,"Oct 26, 1981",170 lbs.,"75""","6' 3""",Orthodox
Ryan Bader,Darth,http://ufcstats.com/fighter-details/c0ab242c40decc55,"Jun 07, 1983",205 lbs.,"74""","6' 2""",Orthodox
Don Carlo-Clauss,--,http://ufcstats.com/fighter-details/f59a6de8a5dfe297,--,170 lbs.,--,--,
Remo Cardarelli,--,http://ufcstats.com/fighter-details/e5512a6aed150d8f,--,135 lbs.,--,--,
Phil Cardella,--,http://ufcstats.com/fighter-details/f6a7b02c42e9fc5b,"Jul 09, 1976",155 lbs.,--,"5' 11""",
Bryan Caraway,Kid Lightning,http://ufcstats.com/fighter-details/5ef0088c1b19beeb,"Aug 04, 1984",135 lbs.,"68""","5' 8""",Orthodox
Chris Cariaso,Kamikaze,http://ufcstats.com/fighter-details/b2e3aca4cd363477,"May 27, 1981",125 lbs.,"64""","5' 3""",Southpaw
Gina Carano,Conviction,http://ufcstats.com/fighter-details/899eaba48fa864a6,"Apr 16, 1982",145 lbs.,--,"5' 8""",Orthodox
Edgar Cardenas,Kitty Katt,http://ufcstats.com/fighter-details/99a86b134dccc166,--,145 lbs.,--,--,
Dos Caras Jr.,--,http://ufcstats.com/fighter-details/155a02a8b4311057,"May 25, 1977",225 lbs.,--,"6' 4""",Orthodox
Phil Caracappa,The Hitman,http://ufcstats.com/fighter-details/bd81a97864acf098,"Jun 05, 1992",135 lbs.,"70""","5' 8""",Orthodox
Frank Caracci,--,http://ufcstats.com/fighter-details/44f9c777fed7ca03,--,--,--,--,
Paul Capaldo,--,http://ufcstats.com/fighter-details/83b8fe74224dd642,"Dec 27, 1996",135 lbs.,--,"5' 7""",
Steve Cantwell,The Robot,http://ufcstats.com/fighter-details/f1f9e48a0d150757,"Dec 08, 1986",185 lbs.,"75""","6' 2""",Orthodox
Reza Arianto,The Crazy Lion,http://ufcstats.com/fighter-details/90063913321e7670,--,155 lbs.,--,--,
Cody Canterbury,--,http://ufcstats.com/fighter-details/23100e8f71f25a4a,--,155 lbs.,--,"5' 8""",
Gabriel Arges,--,http://ufcstats.com/fighter-details/db3c4a884d704efe,"Jan 29, 1993",170 lbs.,--,--,
Tristan Arenal,--,http://ufcstats.com/fighter-details/9c9455912d917e4e,--,155 lbs.,--,--,
Dan Argueta,The Determined,http://ufcstats.com/fighter-details/e4ba58725825412d,"Aug 13, 1993",135 lbs.,"68""","5' 7""",Southpaw
Art Arciniega,King Arthur,http://ufcstats.com/fighter-details/d25e39e74efb0a77,"Oct 15, 1981",145 lbs.,--,"5' 8""",
Bo Cantrell,Redrum,http://ufcstats.com/fighter-details/6750e338922a099d,"Feb 08, 1969",235 lbs.,--,"6' 2""",Orthodox
Julio Arce,--,http://ufcstats.com/fighter-details/1291edf2d566a71a,"Oct 27, 1989",135 lbs.,"70""","5' 7""",Southpaw
Igor Araujo,--,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,"Dec 06, 1980",170 lbs.,"77""","6' 1""",Orthodox
Viviane Araujo,Vivi,http://ufcstats.com/fighter-details/36541f1e6c5d4955,"Nov 21, 1986",125 lbs.,"68""","5' 4""",Orthodox
Kenji Arai,--,http://ufcstats.com/fighter-details/269d103c96a4c3a5,"Oct 05, 1979",145 lbs.,--,"5' 10""",Southpaw
Josh Appelt,--,http://ufcstats.com/fighter-details/0c1a04afca64e38f,"Jun 19, 1983",255 lbs.,--,"5' 10""",Southpaw
Felipe Arantes,Sertanejo,http://ufcstats.com/fighter-details/71002dbc1743b9a7,"Feb 09, 1988",135 lbs.,"73""","5' 8""",Orthodox
Aoriqileng,The Mongolian Murderer,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,"Jun 25, 1993",135 lbs.,"69""","5' 7""",Orthodox
Erik Apple,--,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,"Aug 26, 1977",170 lbs.,--,"6' 0""",Orthodox
Romie Aram,--,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,"Dec 02, 1977",170 lbs.,--,"5' 10""",Orthodox
Jared Cannonier,The Killa Gorilla,http://ufcstats.com/fighter-details/13a0275fa13c4d26,"Mar 16, 1984",185 lbs.,"77""","5' 11""",Switch
Niklas Backstrom,--,http://ufcstats.com/fighter-details/39cc64bf0a269db9,"Aug 22, 1989",145 lbs.,--,"6' 1""",Orthodox
Jose Canseco,--,http://ufcstats.com/fighter-details/03da33a102d9a45f,"Jul 02, 1964",240 lbs.,--,"6' 4""",Orthodox
Shinya Aoki,Tobikan Judan,http://ufcstats.com/fighter-details/79ded75550efc139,"May 09, 1983",154 lbs.,--,"5' 11""",Southpaw
Shinsho Anzai,Animal,http://ufcstats.com/fighter-details/4665f9f909cd7214,"Dec 01, 1985",170 lbs.,"70""","5' 7""",Orthodox
Guido Cannetti,Ninja,http://ufcstats.com/fighter-details/d05412b513b19621,"Dec 19, 1979",135 lbs.,"68""","5' 6""",Southpaw
Ronaldo Candido,Pacman,http://ufcstats.com/fighter-details/23fbe02caabcd214,"Apr 24, 1989",125 lbs.,--,"5' 6""",Southpaw
Carlos Candelario,The Cannon,http://ufcstats.com/fighter-details/760a55d5b6098cbe,"Jun 04, 1991",125 lbs.,"68""","5' 8""",Southpaw
Asbel Cancio,--,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,--,225 lbs.,--,"5' 10""",
Derek Campos,The Stallion,http://ufcstats.com/fighter-details/aa8dc72b3a1f761c,"Apr 01, 1988",155 lbs.,--,"5' 9""",
Luiz Cane,Banha,http://ufcstats.com/fighter-details/24b033b3daf1c9df,"Apr 24, 1981",185 lbs.,"77""","6' 2""",Southpaw
Chico Camus,The King,http://ufcstats.com/fighter-details/32be4b7f7de1c905,"Jan 26, 1985",125 lbs.,"66""","5' 6""",Orthodox
Aleksa Camur,--,http://ufcstats.com/fighter-details/c2a670b22d2e196f,"Sep 25, 1995",205 lbs.,"74""","6' 1""",Orthodox
Wagner Campos,Galeto,http://ufcstats.com/fighter-details/db6d5f691aea3fd3,"Jul 31, 1981",145 lbs.,--,"5' 6""",Southpaw
John Campetella,--,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7,--,235 lbs.,--,"5' 9""",Orthodox
Will Campuzano,--,http://ufcstats.com/fighter-details/901cddcbfa079097,"May 27, 1986",125 lbs.,"70""","5' 9""",Orthodox
Charlie Campbell,The Cannibal,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,"Jul 03, 1995",155 lbs.,--,"6' 0""",Orthodox
Shane Campbell,Shaolin,http://ufcstats.com/fighter-details/784285b7ae7dd85f,"Jan 21, 1987",155 lbs.,"71""","6' 0""",Orthodox
Azunna Anyanwu,Zulu,http://ufcstats.com/fighter-details/78d48d3874dacafd,"Aug 05, 1981",251 lbs.,--,"6' 1""",Orthodox
Thomas Campbell,--,http://ufcstats.com/fighter-details/d060014a5a039829,--,--,--,--,
Angelo Antonio,--,http://ufcstats.com/fighter-details/dbd198f780286aca,--,205 lbs.,--,--,Orthodox
Adam Antolin,Captain Chaos,http://ufcstats.com/fighter-details/25b31165758402dd,"Feb 28, 1982",125 lbs.,"63""","5' 5""",Orthodox
Gadzhimurad Antigulov,--,http://ufcstats.com/fighter-details/af997f7611673880,"Feb 09, 1987",205 lbs.,"70""","5' 11""",Orthodox
Magomed Ankalaev,--,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,"Jun 02, 1992",205 lbs.,"75""","6' 3""",Orthodox
Chad Anheliger,The Monster,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,"Dec 01, 1986",135 lbs.,"64""","5' 6""",Orthodox
Yoji Anjo,Mr. 200%,http://ufcstats.com/fighter-details/e06fd1260ac865a7,"Mar 28, 1967",205 lbs.,--,"5' 11""",Orthodox
Collin Anglin,--,http://ufcstats.com/fighter-details/047a91d3d9c79b05,"Feb 20, 1993",145 lbs.,"71""","5' 9""",Orthodox
Julius Anglickas,--,http://ufcstats.com/fighter-details/e20ad078a7d63361,"Jul 23, 1991",205 lbs.,--,"6' 3""",Orthodox
Angga,The Hitman,http://ufcstats.com/fighter-details/d6a3e131ad4ba064,"Jan 13, 1989",145 lbs.,"68""","5' 7""",Orthodox
Dylan Andrews,The Villain,http://ufcstats.com/fighter-details/00debc804e2b1cd4,"Nov 15, 1979",185 lbs.,"74""","6' 1""",Switch
Fellipe Andrew,--,http://ufcstats.com/fighter-details/7977fb0fd9c5955d,"Oct 24, 1994",--,--,--,
Reese Andy,Riptide,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,"Mar 31, 1973",205 lbs.,--,"6' 0""",Orthodox
Juan Andres Luna,--,http://ufcstats.com/fighter-details/1fd9f744105024a8,"Aug 20, 1995",125 lbs.,"72""","5' 7""",Orthodox
Viscardi Andrade,--,http://ufcstats.com/fighter-details/d221ee27afc7a60e,"Mar 08, 1984",170 lbs.,"75""","5' 11""",Orthodox
Ricky Camp,2 Slick,http://ufcstats.com/fighter-details/4a99978a0366bb29,--,135 lbs.,--,"5' 7""",
Brian Camozzi,Mantis,http://ufcstats.com/fighter-details/1999ffb5cebc314f,"Jun 24, 1991",170 lbs.,"78""","6' 2""",Orthodox
Jermaine Andre,--,http://ufcstats.com/fighter-details/9bad58fa651d6196,--,200 lbs.,--,"5' 7""",Orthodox
Frank Camacho,The Crank,http://ufcstats.com/fighter-details/764342d39cdaa54a,"May 18, 1989",155 lbs.,"73""","5' 10""",Orthodox
Taylor Callens,--,http://ufcstats.com/fighter-details/53d471e9bf5f2fc8,"May 21, 1991",155 lbs.,--,"5' 10""",
Joe Camacho,--,http://ufcstats.com/fighter-details/dfb965c9824425db,"Mar 10, 1972",155 lbs.,--,"5' 9""",Orthodox
Chris Camozzi,--,http://ufcstats.com/fighter-details/6c2030e0a143a94b,"Nov 20, 1986",185 lbs.,"75""","6' 2""",Orthodox
Ricky Calatayud,--,http://ufcstats.com/fighter-details/800feaa25700a85f,"Oct 10, 1982",125 lbs.,--,"5' 9""",
Fabricio Camoes,Morango,http://ufcstats.com/fighter-details/7abe471b61725980,"Dec 23, 1978",155 lbs.,"71""","5' 10""",Orthodox
Darrion Caldwell,The Wolf,http://ufcstats.com/fighter-details/b7dc25ee40ee8334,"Dec 19, 1987",135 lbs.,--,"5' 10""",
Cynthia Calvillo,--,http://ufcstats.com/fighter-details/98215d037be5bcb7,"Jul 13, 1987",115 lbs.,"64""","5' 4""",Orthodox
Priscila Cachoeira,Zombie Girl,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,"Aug 19, 1988",125 lbs.,"65""","5' 7""",Orthodox
Travis Calanoc,The Dark Knight,http://ufcstats.com/fighter-details/90d28fee0af74f2d,--,145 lbs.,--,"5' 8""",Orthodox
Vince Cachero,The Anomaly,http://ufcstats.com/fighter-details/ed2a8cc402173781,"Nov 07, 1989",145 lbs.,"68""","5' 6""",Orthodox
Hiroshi Izumi,--,http://ufcstats.com/fighter-details/53e4e21f4c688801,"Jun 22, 1982",205 lbs.,--,--,Orthodox
Alvin Cacdac,--,http://ufcstats.com/fighter-details/ce7871949b0ed2bf,--,125 lbs.,--,"5' 6""",Orthodox
Alex Andrade,El Toro,http://ufcstats.com/fighter-details/1562b12763cc8d67,"May 14, 1974",200 lbs.,--,"5' 11""",Orthodox
