name,nickname,url,dob,weight,reach,height,stance
Adam Hunter,Warhammer,http://ufcstats.com/fighter-details/edc9eb3051f444fa,"Oct 16, 1983",185 lbs.,--,"6' 1""",Orthodox
Alex Hunter,,http://ufcstats.com/fighter-details/baa5358456803df8,--,226 lbs.,--,"5' 9""",Orthodox
Harry Hunsucker,The Hurricane,http://ufcstats.com/fighter-details/f703250471acaf96,"Jan 03, 1989",205 lbs.,"75""","6' 2""",Orthodox
Abongo Humphrey,,http://ufcstats.com/fighter-details/cb1b4d237b0079e6,--,205 lbs.,--,"5' 11""",Orthodox
Bryan Humes,,http://ufcstats.com/fighter-details/b9c75e7fc910f587,--,265 lbs.,--,--,
David Hulett,Hollywood,http://ufcstats.com/fighter-details/b0718335e9868cfd,"Sep 07, 1980",170 lbs.,--,"5' 10""",
Mark Hunt,Super Samoan,http://ufcstats.com/fighter-details/eef9b891edbd4604,"Mar 23, 1974",265 lbs.,"72""","5' 10""",Orthodox
Mark Hughes,,http://ufcstats.com/fighter-details/d62bb4d84a7267ba,"Oct 13, 1973",205 lbs.,--,"5' 9""",Southpaw
Matt Hughes,,http://ufcstats.com/fighter-details/621a6c59f88a44fe,"Oct 13, 1973",170 lbs.,"73""","5' 9""",Switch
Casey Huffman,Hellbent,http://ufcstats.com/fighter-details/737d93a42b8c2e94,--,185 lbs.,--,"6' 3""",
Roger Huerta,El Matador,http://ufcstats.com/fighter-details/daf1b84aebd6602b,"May 20, 1983",155 lbs.,"70""","5' 9""",Orthodox
Alex Huddleston,The Shaved Gorilla,http://ufcstats.com/fighter-details/8b9197746bd3e005,"Aug 11, 1986",254 lbs.,--,"6' 7""",
Collin Huckbody,All In,http://ufcstats.com/fighter-details/f372a848d250e006,"Sep 29, 1994",185 lbs.,"76""","6' 3""",Orthodox
Brady Huang,The Kung Fu Warrior,http://ufcstats.com/fighter-details/1ec1b6a7a29ffc71,"Dec 16, 1992",135 lbs.,"69""","5' 9""",Orthodox
Alex Garcia,The Dominican Nightmare,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,"Jul 14, 1987",170 lbs.,"72""","5' 9""",Orthodox
Austin Hubbard,Thud,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,"Dec 22, 1991",155 lbs.,"71""","5' 10""",Orthodox
Alejandro Garcia,Alex,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da,--,145 lbs.,--,"5' 7""",
Edgar Garcia,,http://ufcstats.com/fighter-details/8d49545dadf9b919,"Feb 22, 1984",170 lbs.,"71""","5' 10""",Orthodox
Leonard Garcia,Bad Boy,http://ufcstats.com/fighter-details/917e53fa0adea0d3,"Jul 14, 1979",145 lbs.,"68""","5' 10""",Orthodox
Cody Garbrandt,No Love,http://ufcstats.com/fighter-details/d8c7c61b176e3994,"Jul 07, 1991",135 lbs.,"65""","5' 8""",Orthodox
Eduardo Garagorri,,http://ufcstats.com/fighter-details/7bde387d50829adf,"May 28, 1989",145 lbs.,"70""","5' 9""",Orthodox
Junye Gao,,http://ufcstats.com/fighter-details/8b27d25ce0221d60,--,125 lbs.,--,--,
Sean Gannon,The Cannon,http://ufcstats.com/fighter-details/6d7886b094b471ac,--,265 lbs.,--,"6' 3""",Southpaw
Ciryl Gane,Bon Gamin,http://ufcstats.com/fighter-details/787bb1f087ccff8a,"Apr 12, 1990",245 lbs.,"81""","6' 4""",Orthodox
Ariel Gandulla,,http://ufcstats.com/fighter-details/41904fc4d3f5bffc,"May 07, 1968",205 lbs.,--,"5' 11""",Orthodox
Shamil Gamzatov,,http://ufcstats.com/fighter-details/0d980975001ae3d8,"Aug 09, 1990",205 lbs.,"76""","6' 2""",Orthodox
Joey Gambino,The Raging Warrior,http://ufcstats.com/fighter-details/10559c53de0b950e,"Oct 26, 1988",145 lbs.,--,"5' 7""",Orthodox
Lucas Gamaza,,http://ufcstats.com/fighter-details/289a3b69b85da7cd,--,170 lbs.,--,--,
Mateusz Gamrot,Gamer,http://ufcstats.com/fighter-details/72db2a14ffa73ece,"Dec 11, 1990",155 lbs.,"70""","5' 10""",Southpaw
Shane Howell,,http://ufcstats.com/fighter-details/a7de976620f2ed13,"Nov 28, 1983",125 lbs.,--,"5' 8""",Orthodox
Manvel Gamburyan,The Anvil,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,"May 08, 1981",135 lbs.,"67""","5' 5""",Orthodox
Hu Yaozong,Totoro,http://ufcstats.com/fighter-details/f1175ea3aafbf351,"Apr 07, 1995",185 lbs.,"72""","6' 3""",Orthodox
John Howard,Doomsday,http://ufcstats.com/fighter-details/fc31f896cde2bc2e,"Mar 01, 1983",170 lbs.,"72""","5' 7""",Orthodox
Harold Howard,,http://ufcstats.com/fighter-details/a2b06ca02bca14c0,--,240 lbs.,--,"6' 2""",Orthodox
Brian Houston,B-Hue,http://ufcstats.com/fighter-details/36fbaa49a09ff997,"Apr 26, 1981",185 lbs.,--,"6' 2""",Orthodox
Trey Houston,,http://ufcstats.com/fighter-details/c6668eeb261588d3,--,185 lbs.,--,"5' 11""",
Jamie Houston,,http://ufcstats.com/fighter-details/4b1896310a907656,--,185 lbs.,--,--,
Jeff Hougland,Hellbound,http://ufcstats.com/fighter-details/97a8f39186f489db,"Aug 02, 1978",135 lbs.,"68""","5' 7""",Orthodox
Saeed Hosseini,,http://ufcstats.com/fighter-details/21f2974fd08085e3,--,--,--,--,
John Hosman,,http://ufcstats.com/fighter-details/57591bbf1623574e,"Nov 13, 1980",135 lbs.,--,"5' 10""",Southpaw
Matt Horwich,Suave,http://ufcstats.com/fighter-details/049d698d773eb3e1,"Oct 02, 1978",185 lbs.,--,"6' 1""",Orthodox
Jamey-Lyn Horth,,http://ufcstats.com/fighter-details/5c637af9472ae7cc,"Mar 30, 1990",135 lbs.,"66""","5' 7""",Orthodox
Chris Horodecki,The Polish Hammer,http://ufcstats.com/fighter-details/e29cf523ebd155c5,"Sep 24, 1987",155 lbs.,"69""","5' 9""",Orthodox
Matt Horning,Horndog,http://ufcstats.com/fighter-details/21632ba272c0785a,--,125 lbs.,--,"5' 4""",
Yuma Horiuchi,Ichiban,http://ufcstats.com/fighter-details/f6c1ce7cfd600662,"Sep 22, 1997",125 lbs.,"67""","5' 6""",Switch
Kyoji Horiguchi,,http://ufcstats.com/fighter-details/98aa60cf58071fd6,"Oct 12, 1990",125 lbs.,"66""","5' 5""",Orthodox
Eric Galvan,,http://ufcstats.com/fighter-details/ad3fdba28a7540cf,--,155 lbs.,--,--,
Jeremy Horn,Gumby,http://ufcstats.com/fighter-details/8d26912cd2aeb366,"Aug 25, 1975",185 lbs.,"74""","6' 1""",Orthodox
Turrell Galloway,,http://ufcstats.com/fighter-details/7e654edcddd71550,--,145 lbs.,--,"5' 3""",
Tom Gallicchio,Da Tank,http://ufcstats.com/fighter-details/cc81c92fe2254935,"Sep 23, 1986",170 lbs.,--,"5' 10""",Southpaw
Daniel Gallemore,Big Kansas,http://ufcstats.com/fighter-details/96706c75a2b14164,--,265 lbs.,--,"6' 5""",
Zelg Galesic,Benkei,http://ufcstats.com/fighter-details/8a1b4330c7957961,"Feb 16, 1979",185 lbs.,--,"6' 2""",Orthodox
Dave Galera,Scarecrow,http://ufcstats.com/fighter-details/0876d21328cf4a45,"Jan 12, 1978",135 lbs.,--,"5' 11""",Orthodox
Muin Gafurov,Tajik,http://ufcstats.com/fighter-details/a54660deb6a8489c,"May 17, 1996",135 lbs.,"68""","5' 7""",Southpaw
Sheila Gaff,The German Tank,http://ufcstats.com/fighter-details/837d30395faca41e,"Dec 29, 1989",135 lbs.,--,"5' 5""",Orthodox
Mickey Gall,,http://ufcstats.com/fighter-details/9e50097a89442158,"Jan 22, 1992",170 lbs.,"74""","6' 2""",Switch
Justin Gaethje,The Highlight,http://ufcstats.com/fighter-details/9e8f6c728eb01124,"Nov 14, 1988",155 lbs.,"70""","5' 11""",Orthodox
Magomed Gadzhiyasulov,,http://ufcstats.com/fighter-details/6e344b71421103da,"Nov 04, 1993",205 lbs.,--,--,
Gustavo Gabriel,,http://ufcstats.com/fighter-details/fe98f86284a6eeb3,"Apr 01, 1994",125 lbs.,--,"5' 6""",Orthodox
Alavutdin Gadjiev,,http://ufcstats.com/fighter-details/a7a79b8efbceaaac,"Jun 23, 1982",185 lbs.,--,"6' 2""",Orthodox
Claudia Gadelha,Claudinha,http://ufcstats.com/fighter-details/ec34349e7dffcde7,"Dec 07, 1988",115 lbs.,"63""","5' 4""",Orthodox
Moti Horenstein,,http://ufcstats.com/fighter-details/baf942f4bcb09894,--,230 lbs.,--,"6' 4""",Orthodox
Yoshinori Horie,,http://ufcstats.com/fighter-details/3fa7688bfe48a493,"May 10, 1995",145 lbs.,"70""","5' 8""",Orthodox
Darrell Horcher,The Saint,http://ufcstats.com/fighter-details/18e8b7070228e728,"Jul 28, 1987",155 lbs.,"70""","5' 10""",Southpaw
Chase Hooper,The Dream,http://ufcstats.com/fighter-details/971246648e162f0d,"Sep 13, 1999",155 lbs.,"74""","6' 1""",Southpaw
Lorenzo Hood,Dream Killer,http://ufcstats.com/fighter-details/7f9abc4db2d05764,"Mar 02, 1989",265 lbs.,"80""","6' 3""",Southpaw
David Hood,,http://ufcstats.com/fighter-details/5af480a3b2e1726b,--,200 lbs.,--,"6' 0""",
Satoshi Honma,,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6,"May 19, 1968",205 lbs.,--,"6' 1""",Orthodox
SeongChan Hong,Honey Badger,http://ufcstats.com/fighter-details/10d4575f497face4,"Nov 28, 1989",155 lbs.,"69""","5' 7""",Orthodox
Dan Hooker,The Hangman,http://ufcstats.com/fighter-details/193b9d1858bc4df3,"Feb 13, 1990",155 lbs.,"75""","6' 0""",Switch
JunYoung Hong,Drunken Red,http://ufcstats.com/fighter-details/b24666e26bd750a3,"Dec 18, 1990",145 lbs.,"69""","5' 8""",Orthodox
Barb Honchak,Little Warrior,http://ufcstats.com/fighter-details/472f6f6e6d962f40,"Aug 30, 1979",125 lbs.,"65""","5' 4""",Orthodox
Chris Honeycutt,The Cutt,http://ufcstats.com/fighter-details/4d2e3320d815f687,"Jul 25, 1988",170 lbs.,"73""","5' 10""",
Mark Hominick,The Machine,http://ufcstats.com/fighter-details/0a97691039c4bbfb,"Jul 22, 1982",145 lbs.,"68""","5' 8""",Orthodox
James Gabert,,http://ufcstats.com/fighter-details/fcd8b623892b9a10,--,178 lbs.,--,--,
Mark Holst,Boots,http://ufcstats.com/fighter-details/c11f50e9c1513ce9,"Aug 14, 1985",155 lbs.,--,"6' 0""",Orthodox
Sabah Homasi,,http://ufcstats.com/fighter-details/71f048adbfed5b49,"Oct 19, 1988",170 lbs.,"72""","6' 0""",Orthodox
Scott Holtzman,Hot Sauce,http://ufcstats.com/fighter-details/df1eb4354d18a906,"Sep 30, 1983",155 lbs.,"69""","5' 9""",Orthodox
Rex Holman,Big Dog,http://ufcstats.com/fighter-details/b5ea750025697880,--,205 lbs.,--,"6' 3""",Southpaw
Joseph Holmes,Uglyman Joe,http://ufcstats.com/fighter-details/8d20d76af3f213ce,"Jul 04, 1995",185 lbs.,"80""","6' 4""",Orthodox
Gabrielle Holloway,Gabanator,http://ufcstats.com/fighter-details/e30715382f42b772,"Apr 15, 1990",145 lbs.,--,"5' 3""",
Holly Holm,The Preacher's Daughter,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,"Oct 17, 1981",135 lbs.,"69""","5' 8""",Southpaw
Max Holloway,Blessed,http://ufcstats.com/fighter-details/150ff4cc642270b9,"Dec 04, 1991",145 lbs.,"69""","5' 11""",Orthodox
Jeremie Holloway,Hit Em,http://ufcstats.com/fighter-details/ee28aa7f1043756c,"Sep 29, 1984",170 lbs.,--,"6' 0""",
Kevin Holland,Trailblazer,http://ufcstats.com/fighter-details/3a46b268013afede,"Nov 05, 1992",170 lbs.,"81""","6' 3""",Orthodox
Chris Holdsworth,,http://ufcstats.com/fighter-details/fc60ecf0671b9489,"Oct 24, 1987",135 lbs.,--,"5' 11""",
Andrew Holbrook,,http://ufcstats.com/fighter-details/66ab58d0b3783607,"Feb 06, 1986",155 lbs.,"70""","5' 11""",Southpaw
Roger Hollett,The Hulk,http://ufcstats.com/fighter-details/27d65e9d0fba61ea,"Oct 08, 1978",205 lbs.,--,"5' 11""",Orthodox
Sean Holden,,http://ufcstats.com/fighter-details/acbb9c76f5894e36,"Sep 17, 1984",170 lbs.,--,"5' 10""",
Sam Hoger,The Alaskan Assassin,http://ufcstats.com/fighter-details/84a067c46306a737,"Jun 28, 1980",205 lbs.,--,"6' 2""",Orthodox
Chris Hofmann,,http://ufcstats.com/fighter-details/33fb306278dbb3e5,"Nov 18, 1989",170 lbs.,"72""","6' 0""",Orthodox
Bobby Hoffman,The Truth,http://ufcstats.com/fighter-details/afaad7d6a581e307,"Oct 28, 1968",245 lbs.,--,"6' 2""",Orthodox
Matt Hobar,The Crowbar,http://ufcstats.com/fighter-details/b57edace7b647f07,"Jan 07, 1987",135 lbs.,"70""","5' 10""",Southpaw
Mizuto Hirota,Pugnus,http://ufcstats.com/fighter-details/35faad160d346839,"May 05, 1981",155 lbs.,"67""","5' 7""",Orthodox
Kuniyoshi Hironaka,,http://ufcstats.com/fighter-details/9d4522df6fc49a47,"Jun 17, 1976",168 lbs.,"70""","5' 10""",Orthodox
Kwan Ho Kwak,,http://ufcstats.com/fighter-details/c13042265355a290,"Jun 18, 1989",135 lbs.,--,"5' 5""",Switch
Yuji Hisamatsu,,http://ufcstats.com/fighter-details/8332a607df696345,"Sep 18, 1971",185 lbs.,--,"5' 10""",
Alan Hiro,Yamaniha,http://ufcstats.com/fighter-details/483b3170b3c05cf0,"Apr 04, 1986",135 lbs.,--,"5' 5""",Orthodox
Hatsu Hioki,,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2,"Jul 18, 1983",145 lbs.,"73""","5' 11""",Orthodox
Kailan Hill,,http://ufcstats.com/fighter-details/bc7efc037c5f6550,"Dec 01, 1994",185 lbs.,"77""","6' 1""",Southpaw
Branden Lee Hinkle,The Iron Lion,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,"Jul 29, 1973",235 lbs.,--,"6' 3""",Orthodox
Jamahal Hill,Sweet Dreams,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,"May 19, 1991",205 lbs.,"79""","6' 4""",Southpaw
Tyler Hill,,http://ufcstats.com/fighter-details/006efbb0c1621fd7,"Aug 10, 1991",170 lbs.,--,"6' 3""",Switch
Angela Hill,Overkill,http://ufcstats.com/fighter-details/f0feeb2192937424,"Jan 12, 1985",115 lbs.,"64""","5' 3""",Orthodox
Corey Hill,,http://ufcstats.com/fighter-details/abbc737317f66b81,"Oct 03, 1978",155 lbs.,"80""","6' 4""",Orthodox
Alex Higley,,http://ufcstats.com/fighter-details/2af2d675f7d847e3,--,145 lbs.,--,"5' 10""",
Brady Hiestand,,http://ufcstats.com/fighter-details/7af33fc4435017f1,"Apr 30, 1999",135 lbs.,"71""","5' 8""",Orthodox
Lee Higgins,,http://ufcstats.com/fighter-details/88432fe79d5091d9,"Jul 14, 1980",155 lbs.,--,--,
Jay Hieron,The Thoroughbred,http://ufcstats.com/fighter-details/5bb0a618ad03ac64,"Jul 29, 1976",170 lbs.,"75""","6' 0""",Orthodox
Marcus Hicks,The Wrecking Ball,http://ufcstats.com/fighter-details/e69c5ce12f4e762b,"Nov 25, 1975",155 lbs.,"64""","5' 6""",Southpaw
Conor Heun,Hurricane,http://ufcstats.com/fighter-details/fdb02029556ff4ed,"Feb 11, 1979",155 lbs.,--,"5' 10""",Orthodox
Brandon Hester,The Beast,http://ufcstats.com/fighter-details/13150cf89a5b81e0,--,205 lbs.,--,"6' 1""",
Jimy Hettes,The Kid,http://ufcstats.com/fighter-details/893d51aaf024eddd,"Jun 09, 1987",145 lbs.,"71""","5' 9""",Southpaw
Jon Hess,,http://ufcstats.com/fighter-details/32a3025d5db456ae,--,295 lbs.,--,"6' 7""",
Clint Hester,Headbussa,http://ufcstats.com/fighter-details/92b62174c175ce19,"Nov 21, 1986",205 lbs.,"77""","6' 2""",Orthodox
Alvaro Herrera Mendoza,Chango,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd,"May 14, 1990",155 lbs.,"74""","6' 0""",Orthodox
Geane Herrera,La Pulga,http://ufcstats.com/fighter-details/c169545ab0825f44,"May 27, 1990",125 lbs.,"66""","5' 5""",Orthodox
Chris Herrera,The Crusher,http://ufcstats.com/fighter-details/f71028a6e5128856,--,185 lbs.,--,"5' 10""",
Felice Herrig,Lil Bulldog,http://ufcstats.com/fighter-details/b6850671a008bf9a,"Sep 18, 1984",115 lbs.,"65""","5' 4""",Orthodox
Carlos Hernandez,,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,"Oct 25, 1993",125 lbs.,"67""","5' 8""",Orthodox
Heath Herring,The Texas Crazy Horse,http://ufcstats.com/fighter-details/7450525c7ba032a0,"Mar 02, 1978",250 lbs.,"78""","6' 4""",Orthodox
Anthony Hernandez,Fluffy,http://ufcstats.com/fighter-details/093e1f5bb73850be,"Oct 18, 1993",185 lbs.,"75""","6' 0""",Orthodox
Alexander Hernandez,The Great Ape,http://ufcstats.com/fighter-details/262a7d06203657e6,"Oct 01, 1992",155 lbs.,"72""","5' 9""",Orthodox
Nohelin Hernandez,Suave,http://ufcstats.com/fighter-details/f97c5433c77522d3,"Mar 01, 1994",135 lbs.,"71""","5' 10""",Orthodox
Jack Hermansson,The Joker,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,"Jun 10, 1988",185 lbs.,"77""","6' 1""",Orthodox
Ramiro Hernandez,Junior,http://ufcstats.com/fighter-details/915c8d39d4a0e7d1,"Jul 22, 1986",135 lbs.,--,"5' 9""",Orthodox
Noe Hernandez,,http://ufcstats.com/fighter-details/df2cf66d8c0123db,--,--,--,--,Orthodox
Ed Herman,Short Fuse,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,"Oct 02, 1980",205 lbs.,"77""","6' 1""",Orthodox
Jai Herbert,Black Country Banger,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,"May 13, 1988",155 lbs.,"77""","6' 1""",Orthodox
Danny Henry,The Hatchet,http://ufcstats.com/fighter-details/f7d73e452b064bf2,"Jul 17, 1988",145 lbs.,"73""","6' 0""",Orthodox
TJ Hepburn,The Carnivore,http://ufcstats.com/fighter-details/e1acbb6352ca3551,--,155 lbs.,--,"5' 7""",
Victor Henry,La Mangosta,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,"May 04, 1987",135 lbs.,"68""","5' 7""",Switch
Diego Henrique da Silva,Gaucho,http://ufcstats.com/fighter-details/1649770c649db6a5,"Aug 22, 1986",185 lbs.,--,"6' 2""",Orthodox
Jose Henrique,Canela,http://ufcstats.com/fighter-details/20a0e4cc5227c117,"May 23, 2002",170 lbs.,"79""","6' 3""",Orthodox
Luis Henrique,KLB,http://ufcstats.com/fighter-details/e5bda12faabfc850,"Aug 21, 1993",243 lbs.,"74""","6' 2""",Orthodox
Cory Hendricks,,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6,"May 10, 1988",205 lbs.,--,"6' 3""",
Josh Hendricks,,http://ufcstats.com/fighter-details/7649c4c95b824488,"Aug 28, 1976",235 lbs.,--,"6' 2""",Southpaw
Johny Hendricks,Bigg Rigg,http://ufcstats.com/fighter-details/0941df56f6ac954b,"Sep 12, 1983",185 lbs.,"69""","5' 9""",Southpaw
Benson Henderson,Smooth,http://ufcstats.com/fighter-details/2676b28836a5a836,"Nov 16, 1983",170 lbs.,"70""","5' 9""",Southpaw
Ron Henderson,,http://ufcstats.com/fighter-details/498f0d066396ec59,--,125 lbs.,--,"5' 10""",
Dan Henderson,Hendo,http://ufcstats.com/fighter-details/1ccf4e7caff270df,"Aug 24, 1970",185 lbs.,"74""","5' 11""",Orthodox
Elisha Helsper,Knuckles,http://ufcstats.com/fighter-details/0971be7d94e109e1,"Feb 06, 1983",135 lbs.,--,"5' 6""",Orthodox
Matt Helm,,http://ufcstats.com/fighter-details/cacfd51b8e97ace0,--,155 lbs.,--,--,
Marcin Held,,http://ufcstats.com/fighter-details/bf43fed8f29e1671,"Jan 18, 1992",155 lbs.,"71""","5' 9""",Orthodox
Ian Heinisch,The Hurricane,http://ufcstats.com/fighter-details/2e585c701f72fe55,"Aug 05, 1988",185 lbs.,"72""","5' 11""",Orthodox
Jake Hecht,Hitman,http://ufcstats.com/fighter-details/e57fdbea1b828202,"Feb 09, 1984",170 lbs.,"73""","6' 0""",Orthodox
Nick Hein,Sergeant,http://ufcstats.com/fighter-details/2816ced060a21be3,"Apr 24, 1984",155 lbs.,"66""","5' 6""",Southpaw
David Heath,,http://ufcstats.com/fighter-details/4f95f74620a6b7a4,"Feb 10, 1976",205 lbs.,"72""","5' 11""",Orthodox
Chris Heatherly,Stump,http://ufcstats.com/fighter-details/bad8be5827ea1bf1,"Nov 24, 1987",155 lbs.,--,"5' 9""",Orthodox
Ryan Healy,The Irish Assassin,http://ufcstats.com/fighter-details/f3eb664db7fb1df3,"Jul 20, 1983",155 lbs.,--,"6' 1""",Orthodox
James Head,,http://ufcstats.com/fighter-details/19a8cce18a1cef9e,"Feb 09, 1984",170 lbs.,"73""","6' 1""",Orthodox
Spencer Hearns,,http://ufcstats.com/fighter-details/d85cf12439945941,--,185 lbs.,--,"5' 11""",
Dustin Hazelett,McLovin,http://ufcstats.com/fighter-details/a149d6bc670cdb60,"Apr 29, 1986",170 lbs.,"76""","6' 1""",Orthodox
Josh Haynes,Bring the Pain,http://ufcstats.com/fighter-details/6ef58dabef8beb15,"Jul 30, 1977",170 lbs.,--,"5' 9""",Orthodox
Gerric Hayes,,http://ufcstats.com/fighter-details/7d6a3546c988cdc0,--,--,--,"5' 10""",
Mike Hayes,,http://ufcstats.com/fighter-details/0cfbbfa0ba6d9855,--,230 lbs.,--,"6' 4""",Orthodox
Tommy Hayden,Wild Card,http://ufcstats.com/fighter-details/0871254cd790c250,"Mar 11, 1986",145 lbs.,--,"5' 9""",Southpaw
Ryan Hayes,,http://ufcstats.com/fighter-details/a620638435de0628,--,--,--,--,
Del Hawkins,The Filipino Delight,http://ufcstats.com/fighter-details/885e7f70dcac0007,--,135 lbs.,--,"5' 5""",Orthodox
Justin Hawes,The Hawk,http://ufcstats.com/fighter-details/5c7fc58e782b6842,"Jan 13, 1979",205 lbs.,--,"5' 11""",
Chris Hawk,,http://ufcstats.com/fighter-details/9460c867aae1987e,--,205 lbs.,--,"6' 1""",
Phil Hawes,No Hype,http://ufcstats.com/fighter-details/547afe1017e72dbe,"Jan 08, 1989",185 lbs.,"77""","6' 0""",Orthodox
Daiki Hata,DJ Taiki,http://ufcstats.com/fighter-details/c76ceda100ac0fad,"Aug 24, 1982",139 lbs.,--,"5' 6""",Orthodox
Ahmad Hassanzada,Lion of the Ring,http://ufcstats.com/fighter-details/bf7a64d9ae343e86,"Nov 20, 1996",155 lbs.,"75""","6' 1""",Orthodox
John Hathaway,The Hitman,http://ufcstats.com/fighter-details/28f3c2258a1d8874,"Jul 23, 1987",170 lbs.,"75""","6' 1""",Orthodox
Hayder Hassan,Hulk,http://ufcstats.com/fighter-details/cf615eb4b7862c76,"Oct 20, 1982",170 lbs.,--,"5' 10""",
Justin Haskins,,http://ufcstats.com/fighter-details/77940e45bc86208e,"Aug 30, 1979",170 lbs.,--,"5' 10""",Orthodox
Tomohiko Hashimoto,,http://ufcstats.com/fighter-details/a890f9a791ed615d,--,250 lbs.,--,"6' 0""",Orthodox
Chris Haseman,The Hammer,http://ufcstats.com/fighter-details/5bd533d50c8e7b8a,"Jun 02, 1969",205 lbs.,--,"5' 11""",Orthodox
Hidehiko Hasegawa,,http://ufcstats.com/fighter-details/2a2eeee20ef049cf,"Jul 13, 1978",170 lbs.,--,"5' 9""",
Clay Harvison,Bushwacker,http://ufcstats.com/fighter-details/83a477a7dba1ca58,"Sep 25, 1980",170 lbs.,"74""","6' 1""",Orthodox
Luke Hartwig,,http://ufcstats.com/fighter-details/34f3869747bf8fa9,--,--,--,--,
Collin Hart,,http://ufcstats.com/fighter-details/16bf6a73bdd302cd,"Oct 12, 1989",185 lbs.,--,"6' 1""",Orthodox
Carlston Harris,Mocambique,http://ufcstats.com/fighter-details/a53d30163304aa6e,"Jul 09, 1987",170 lbs.,"76""","6' 0""",Orthodox
Dale Hartt,,http://ufcstats.com/fighter-details/058e4e08a1ad8aba,"Apr 04, 1979",155 lbs.,"69""","5' 10""",Orthodox
Trevor Harris,,http://ufcstats.com/fighter-details/0e98b05d3cf6d271,--,145 lbs.,--,"5' 6""",
Dhafir Harris,Dada 5000,http://ufcstats.com/fighter-details/0e96af5220d27ed4,"Aug 04, 1977",257 lbs.,--,--,
Gerald Harris,,http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,"Nov 19, 1979",185 lbs.,"77""","5' 11""",Southpaw
Josiah Harrell,Muscle Hamster,http://ufcstats.com/fighter-details/e5864a42c80294f6,"Nov 13, 1998",170 lbs.,"68""","5' 7""",Southpaw
Walt Harris,The Big Ticket,http://ufcstats.com/fighter-details/03f982ca3735070c,"Jun 10, 1983",250 lbs.,"77""","6' 5""",Southpaw
Gerry Harris,,http://ufcstats.com/fighter-details/30cd319d39ee689b,--,270 lbs.,--,"6' 8""",Orthodox
Scott Harper,,http://ufcstats.com/fighter-details/14a433bccba87016,"Apr 14, 1972",185 lbs.,--,"6' 0""",Orthodox
Baru Harn,Seiryu,http://ufcstats.com/fighter-details/848809f3986b4977,--,265 lbs.,--,--,
Tobias Harila,Bad Intention,http://ufcstats.com/fighter-details/4d1e92b61bcef308,"Jan 13, 1994",--,--,--,
Greg Hardy,Prince of War,http://ufcstats.com/fighter-details/85073dbd1be65ed9,"Jul 28, 1988",265 lbs.,"80""","6' 5""",Orthodox
Veronica Hardy,,http://ufcstats.com/fighter-details/4798e823ada58fe9,"Oct 30, 1995",125 lbs.,"64""","5' 4""",Southpaw
George Hardwick,,http://ufcstats.com/fighter-details/f55a6807b6bb853d,"Dec 06, 1996",155 lbs.,--,--,
Antoni Hardonk,,http://ufcstats.com/fighter-details/69b69c0178c4004d,"Feb 05, 1976",245 lbs.,"78""","6' 4""",Orthodox
Dan Hardy,The Outlaw,http://ufcstats.com/fighter-details/473ce3aa581251a2,"May 17, 1982",170 lbs.,"74""","6' 0""",Orthodox
Janay Harding,Hollowpoint,http://ufcstats.com/fighter-details/b9c3ee342eb72100,--,135 lbs.,--,--,
Nasrat Haqparast,,http://ufcstats.com/fighter-details/b7b84ccd221be298,"Aug 22, 1995",155 lbs.,"72""","5' 10""",Southpaw
Kay Hansen,,http://ufcstats.com/fighter-details/4100c7a09497ad41,"Aug 14, 1999",115 lbs.,"63""","5' 2""",Orthodox
Shin Haraguchi,,http://ufcstats.com/fighter-details/05b17ae24e6bba81,"Nov 27, 1998",155 lbs.,"68""","5' 6""",Switch
Joachim Hansen,Hellboy,http://ufcstats.com/fighter-details/86e388ed20761ad9,"May 26, 1979",150 lbs.,--,"5' 7""",Southpaw
James Hammortree,The Sledge,http://ufcstats.com/fighter-details/1f77fce698e80488,"Nov 29, 1983",185 lbs.,--,"6' 3""",Orthodox
Chad Hanekom,Superman,http://ufcstats.com/fighter-details/98533a2738124a0d,--,185 lbs.,--,--,
CJ Hamilton,The Autobot,http://ufcstats.com/fighter-details/7da5839b223f3728,"Oct 07, 1986",125 lbs.,"68""","5' 7""",Switch
Jared Hamman,The Messenger,http://ufcstats.com/fighter-details/23459ee7e373b98f,"Mar 07, 1982",185 lbs.,"75""","6' 3""",Orthodox
Anthony Hamilton,Freight Train,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,"Apr 14, 1980",260 lbs.,"76""","6' 5""",Orthodox
